cycle,phase,step,proxy_cost,wirelength_cost,density_cost,congestion_cost,overlap_count
3,final,end,0.9549413919,0.07113612443,0.6252806187,1.142329907,36
0,qp,before_initial_qp,1.038497686,0.06407981366,0.811983943,1.136851687,69
0,qp,after_initial_qp,1.040719032,0.0640860945,0.8177582026,1.135507587,0
1,cycle_start,before_gpu,1.040719032,0.0640860945,0.8177582026,1.135507587,0
1,gpu,after_stagnation_or_cap,0.9207674265,0.07054293156,0.5011225939,1.199326399,90
0,qp,before_initial_qp,1.038497686,0.06407981366,0.811983943,1.136851687,69
0,qp,after_initial_qp,1.040719032,0.0640860945,0.8177582026,1.135507587,0
1,cycle_start,before_gpu,1.040719032,0.0640860945,0.8177582026,1.135507587,0
1,gpu,after_stagnation_or_cap,0.9207674265,0.07054293156,0.5011225939,1.199326399,90
1,explore,after_50_epochs,0.8952766061,0.07351968437,0.5215360522,1.121977788,90
2,cycle_start,before_gpu,0.8952766061,0.07351968437,0.5215360522,1.121977788,90
2,gpu,after_stagnation_or_cap,0.8890846968,0.07448208332,0.4992882609,1.129917036,95
2,explore,after_50_epochs,0.8821928501,0.07614395022,0.5098121762,1.102285672,97
3,cycle_start,before_gpu,0.8821928501,0.07614395022,0.5098121762,1.102285672,97
3,gpu,after_stagnation_or_cap,0.88134408,0.07700700313,0.4849064052,1.123767689,72
3,explore,after_50_epochs,0.8786675334,0.07776659727,0.4894933701,1.112308557,72
3,final_gpu_start,before_gpu,0.8786675334,0.07776659727,0.4894933701,1.112308557,72
3,final_gpu,after_stagnation_or_cap,0.8735451698,0.07840630412,0.4758676887,1.114410077,63
3,qp,before_qp,0.8735451698,0.07840630412,0.4758676887,1.114410077,63
3,qp,after_qp,1.032850504,0.07853471488,0.6976174116,1.211014082,90
3,final,end,1.032850504,0.07853471488,0.6976174116,1.211014082,90
0,qp,before_initial_qp,1.038497686,0.06407981366,0.811983943,1.136851687,69
0,qp,after_initial_qp,1.040719032,0.0640860945,0.8177582026,1.135507587,0
1,cycle_start,before_gpu,1.040719032,0.0640860945,0.8177582026,1.135507587,0
1,gpu,after_stagnation_or_cap,0.9207674265,0.07054293156,0.5011225939,1.199326399,90
1,explore,after_50_epochs,0.9056707621,0.07193091512,0.5100179315,1.157461743,90
1,final_gpu_start,before_gpu,0.9056707621,0.07193091512,0.5100179315,1.157461743,90
1,final_gpu,after_stagnation_or_cap,0.8808940053,0.07506139576,0.4774694145,1.13419578,52
1,qp,before_qp,0.8808940053,0.07506139576,0.4774694145,1.13419578,52
1,qp,after_qp,0.9768377542,0.07571092993,0.6410986185,1.161154931,15
1,final,end,0.9768377542,0.07571092993,0.6410986185,1.161154931,15
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9161008596,0.07177426666,0.5002707243,1.188382404,72
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9161008596,0.07177426666,0.5002707243,1.188382404,72
1,explore,after_50_epochs,0.9023005366,0.07294727862,0.5050983429,1.153608224,72
1,final_gpu_start,before_gpu,0.9023005366,0.07294727862,0.5050983429,1.153608224,72
1,final_gpu,after_stagnation_or_cap,0.8558791876,0.0760178715,0.4616295397,1.098093138,48
1,abbacus,before,0.8558791876,0.0760178715,0.4616295397,1.098093138,48
1,abbacus,after,0.8830751777,0.07593987137,0.5084164739,1.105854198,1
1,final,end,0.8830751777,0.07593987137,0.5084164739,1.105854198,1
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9071497321,0.07257533073,0.4948945343,1.17425429,93
1,explore,after_50_epochs,0.8884496689,0.07404343039,0.507084012,1.121728408,93
1,final_gpu_start,before_gpu,0.8884496689,0.07404343039,0.507084012,1.121728408,93
1,final_gpu,after_stagnation_or_cap,0.8587681651,0.0761975944,0.458928436,1.106212753,34
1,abbacus,before,0.8587681651,0.0761975944,0.458928436,1.106212753,34
1,abbacus,after,0.8640464544,0.07616947591,0.4657002389,1.110053833,0
1,final,end,0.8640464544,0.07616947591,0.4657002389,1.110053833,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9071497321,0.07257533073,0.4948945343,1.17425429,93
1,explore,after_50_epochs,0.8884496689,0.07404343039,0.507084012,1.121728408,93
2,cycle_start,before_gpu,0.8884496689,0.07404343039,0.507084012,1.121728408,93
2,gpu,after_stagnation_or_cap,0.8587681651,0.0761975944,0.458928436,1.106212753,34
2,explore,after_50_epochs,0.8484961987,0.07719711214,0.4636350572,1.078963099,34
2,final_gpu_start,before_gpu,0.8484961987,0.07719711214,0.4636350572,1.078963099,34
2,final_gpu,after_stagnation_or_cap,0.8429803848,0.07722890377,0.4489826262,1.082520318,25
2,abbacus,before,0.8429803848,0.07722890377,0.4489826262,1.082520318,25
2,abbacus,after,0.8450568318,0.07722857594,0.4526668489,1.082989751,0
2,final,end,0.8450568318,0.07722857594,0.4526668489,1.082989751,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9071497321,0.07257533073,0.4948945343,1.17425429,93
1,explore,after_50_epochs,0.8884496689,0.07404343039,0.507084012,1.121728408,93
2,cycle_start,before_gpu,0.8884496689,0.07404343039,0.507084012,1.121728408,93
2,gpu,after_stagnation_or_cap,0.8587681651,0.0761975944,0.458928436,1.106212753,34
2,explore,after_50_epochs,0.8484961987,0.07719711214,0.4636350572,1.078963099,34
3,cycle_start,before_gpu,0.8484961987,0.07719711214,0.4636350572,1.078963099,34
3,gpu,after_stagnation_or_cap,0.8429803848,0.07722890377,0.4489826262,1.082520318,25
3,explore,after_50_epochs,0.8375447989,0.07837832719,0.4532005191,1.065132487,25
3,final_gpu_start,before_gpu,0.8375447989,0.07837832719,0.4532005191,1.065132487,25
3,final_gpu,after_stagnation_or_cap,0.8342517018,0.07849088311,0.4454390407,1.066082575,15
3,abbacus,before,0.8342517018,0.07849088311,0.4454390407,1.066082575,15
3,abbacus,after,0.8378069401,0.07850270718,0.449629277,1.068979282,0
3,final,end,0.8378069401,0.07850270718,0.449629277,1.068979282,0
0,init,start,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,cycle_start,before_gpu,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,gpu,after_stagnation_or_cap,1.541676044,0.08365499228,0.50102669,2.415015432,26
1,explore,after_50_epochs,1.518800974,0.08568329364,0.512630105,2.353605286,26
2,cycle_start,before_gpu,1.518800974,0.08568329364,0.512630105,2.353605286,26
2,gpu,after_stagnation_or_cap,1.543870449,0.0866151005,0.5000789762,2.414431453,30
2,explore,after_50_epochs,1.523386955,0.08941821754,0.5106790066,2.357258615,30
3,cycle_start,before_gpu,1.523386955,0.08941821754,0.5106790066,2.357258615,30
3,gpu,after_stagnation_or_cap,1.530830145,0.08964759111,0.5001459122,2.382219252,23
3,explore,after_50_epochs,1.50893712,0.09206113964,0.5086622834,2.325089593,23
3,final_gpu_start,before_gpu,1.50893712,0.09206113964,0.5086622834,2.325089593,23
3,final_gpu,after_stagnation_or_cap,1.511243105,0.09177689999,0.5000302196,2.338902212,11
3,abbacus,before,1.511243105,0.09177689999,0.5000302196,2.338902212,11
3,abbacus,after,1.510132194,0.09174526483,0.5000302196,2.336743701,0
3,final,end,1.510132194,0.09174526483,0.5000302196,2.336743701,0
0,init,start,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,cycle_start,before_gpu,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,gpu,after_stagnation_or_cap,1.258606195,0.0881658271,0.500026226,1.840854666,10
1,explore,after_100_epochs,1.226929545,0.09384407103,0.5120612979,1.754109671,10
2,cycle_start,before_gpu,1.226929545,0.09384407103,0.5120612979,1.754109671,10
2,gpu,after_stagnation_or_cap,1.228221655,0.09424872696,0.500026226,1.767919521,18
2,explore,after_100_epochs,1.190262318,0.1002703309,0.5162278414,1.663756262,18
3,cycle_start,before_gpu,1.190262318,0.1002703309,0.5162278414,1.663756262,18
3,gpu,after_stagnation_or_cap,1.197911978,0.09990223497,0.5000166893,1.696002729,6
3,explore,after_100_epochs,1.165439487,0.1034985557,0.507066071,1.616815753,6
3,final_gpu_start,before_gpu,1.165439487,0.1034985557,0.507066071,1.616815753,6
3,final_gpu,after_stagnation_or_cap,1.165841579,0.1020215675,0.5000027418,1.627637434,12
3,abbacus,before,1.165841579,0.1020215675,0.5000027418,1.627637434,12
3,abbacus,after,1.218715668,0.1012990922,0.5962142348,1.638619123,0
3,final,end,1.218715668,0.1012990922,0.5962142348,1.638619123,0
0,init,start,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,cycle_start,before_gpu,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,gpu,after_stagnation_or_cap,1.260552287,0.08744963259,0.5000301003,1.846175205,15
1,explore,after_50_epochs,1.233779073,0.09165938944,0.5090381503,1.775201258,15
2,cycle_start,before_gpu,1.233779073,0.09165938944,0.5090381503,1.775201258,15
2,gpu,after_stagnation_or_cap,1.243326545,0.0926431641,0.5000385642,1.801328194,13
2,explore,after_50_epochs,1.219630241,0.09653734416,0.5089562535,1.73722949,13
3,cycle_start,before_gpu,1.219630241,0.09653734416,0.5089562535,1.73722949,13
0,init,start,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,cycle_start,before_gpu,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,gpu,after_stagnation_or_cap,1.260552287,0.08744963259,0.5000301003,1.846175205,15
1,explore,after_50_epochs,1.233779073,0.09165938944,0.5090381503,1.775201258,15
2,cycle_start,before_gpu,1.233779073,0.09165938944,0.5090381503,1.775201258,15
2,gpu,after_stagnation_or_cap,1.243326545,0.0926431641,0.5000385642,1.801328194,13
2,explore,after_50_epochs,1.219630241,0.09653734416,0.5089562535,1.73722949,13
3,cycle_start,before_gpu,1.219630241,0.09653734416,0.5089562535,1.73722949,13
3,gpu,after_stagnation_or_cap,1.207404375,0.09706008434,0.5000194311,1.720669258,21
3,explore,after_50_epochs,1.191668391,0.09994740784,0.5047304034,1.678711525,21
3,final_gpu_start,before_gpu,1.191668391,0.09994740784,0.5047304034,1.678711525,21
3,final_gpu,after_stagnation_or_cap,1.194928408,0.09935191274,0.5,1.691152949,17
3,abbacus,before,1.194928408,0.09935191274,0.5,1.691152949,17
3,abbacus,after,1.194745064,0.09912537783,0.5000318289,1.691207505,0
3,final,end,1.194745064,0.09912537783,0.5000318289,1.691207505,0
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.214098215,0.07988926023,0.5005003214,1.767917459,24
1,explore,after_50_epochs,1.197091222,0.08343399316,0.5104342699,1.716880151,24
2,cycle_start,before_gpu,1.197091222,0.08343399316,0.5104342699,1.716880151,24
2,gpu,after_stagnation_or_cap,1.207651377,0.08536724001,0.4979293644,1.746638791,17
2,explore,after_50_epochs,1.18639636,0.08660943806,0.5099503994,1.689623524,17
3,cycle_start,before_gpu,1.18639636,0.08660943806,0.5099503994,1.689623524,17
3,gpu,after_stagnation_or_cap,1.188016415,0.08800235391,0.4915747344,1.708453291,16
3,explore,after_50_epochs,1.176742673,0.08921003342,0.4936178923,1.68144733,16
3,final_gpu_start,before_gpu,1.176742673,0.08921003342,0.4936178923,1.68144733,16
3,final_gpu,after_stagnation_or_cap,1.180603981,0.09001075476,0.4873814285,1.693805056,9
3,abbacus,before,1.180603981,0.09001075476,0.4873814285,1.693805056,9
3,abbacus,after,1.180992365,0.08999751508,0.4881664515,1.69382334,0
3,final,end,1.180992365,0.08999751508,0.4881664515,1.69382334,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.8890905976,0.06947199255,0.5009210706,1.1383161,117
1,explore,after_50_epochs,0.8765751719,0.07117752731,0.5083293915,1.102465816,117
2,cycle_start,before_gpu,0.8765751719,0.07117752731,0.5083293915,1.102465816,117
2,gpu,after_stagnation_or_cap,0.8616722822,0.07141426951,0.4891688824,1.091347222,120
2,explore,after_50_epochs,0.8543189764,0.07306313515,0.4961102605,1.066401376,120
3,cycle_start,before_gpu,0.8543189764,0.07306313515,0.4961102605,1.066401376,120
3,gpu,after_stagnation_or_cap,0.8662949204,0.07228884846,0.4879031777,1.100109005,131
3,explore,after_50_epochs,0.8603458405,0.07425554842,0.4956390858,1.076541421,131
3,final_gpu_start,before_gpu,0.8603458405,0.07425554842,0.4956390858,1.076541421,131
3,final_gpu,after_stagnation_or_cap,0.857939899,0.07323765755,0.4854182005,1.083986256,148
3,abbacus,before,0.857939899,0.07323765755,0.4854182005,1.083986256,148
3,abbacus,after,0.9391630888,0.07475832105,0.5693484545,1.159461103,34
3,final,end,0.9391630888,0.07475832105,0.5693484545,1.159461103,34
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.216756582,0.07884066552,0.5004478097,1.775383936,25
1,explore,after_50_epochs,1.196590424,0.0841075927,0.5094550848,1.715510639,25
1,final_gpu_start,before_gpu,1.196590424,0.0841075927,0.5094550848,1.715510639,25
1,final_gpu,after_stagnation_or_cap,1.197734833,0.08323193341,0.5004407167,1.7285651,19
1,abbacus,before,1.197734833,0.08323193341,0.5004407167,1.7285651,19
1,abbacus,after,1.197741508,0.08323132992,0.5004703999,1.728549932,0
1,final,end,1.197741508,0.08323132992,0.5004703999,1.728549932,0
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.216756582,0.07884066552,0.5004478097,1.775383936,25
1,explore,after_100_epochs,1.182041526,0.08358690888,0.5146956444,1.68221357,25
1,final_gpu_start,before_gpu,1.182041526,0.08358690888,0.5146956444,1.68221357,25
1,final_gpu,after_stagnation_or_cap,1.190050364,0.08379948139,0.5001621246,1.712339737,20
1,abbacus,before,1.190050364,0.08379948139,0.5001621246,1.712339737,20
1,abbacus,after,1.189127922,0.08381152153,0.5004490018,1.710183767,0
1,final,end,1.189127922,0.08381152153,0.5004490018,1.710183767,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9071497321,0.07257533073,0.4948945343,1.17425429,93
1,explore,after_100_epochs,0.8869341612,0.07490446419,0.5101275444,1.113931758,93
1,final_gpu_start,before_gpu,0.8869341612,0.07490446419,0.5101275444,1.113931758,93
1,final_gpu,after_stagnation_or_cap,0.8634810448,0.07715322077,0.4640632272,1.108592412,60
1,abbacus,before,0.8634810448,0.07715322077,0.4640632272,1.108592412,60
1,abbacus,after,0.8805197477,0.07694154978,0.4950861633,1.112070176,0
1,final,end,0.8805197477,0.07694154978,0.4950861633,1.112070176,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9071497321,0.07257533073,0.4948945343,1.17425429,93
1,explore,after_100_epochs,0.8869341612,0.07490446419,0.5101275444,1.113931758,93
1,final_gpu_start,before_gpu,0.8869341612,0.07490446419,0.5101275444,1.113931758,93
1,final_gpu,after_stagnation_or_cap,0.8636870384,0.07686538249,0.4643839598,1.109259349,56
1,abbacus,before,0.8636870384,0.07686538249,0.4643839598,1.109259349,56
1,abbacus,after,0.8661577702,0.07686174661,0.4690787792,1.109513241,0
1,final,end,0.8661577702,0.07686174661,0.4690787792,1.109513241,0
0,init,start,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,cycle_start,before_gpu,1.565848589,0.07472059131,0.728674531,2.25358148,108
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9106836319,0.07218533754,0.4989379942,1.178058584,85
1,explore,after_100_epochs,0.8921587467,0.07524292916,0.5079960227,1.125835579,85
1,final_gpu_start,before_gpu,0.8921587467,0.07524292916,0.5079960227,1.125835579,85
1,final_gpu,after_stagnation_or_cap,0.8688657284,0.07740701735,0.4667858183,1.116131529,48
1,abbacus,before,0.8688657284,0.07740701735,0.4667858183,1.116131529,48
1,abbacus,after,0.8804703951,0.07727582753,0.4844717085,1.121917358,0
1,final,end,0.8804703951,0.07727582753,0.4844717085,1.121917358,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_100_epochs,0.8982228041,0.07294674218,0.5166871548,1.133864948,97
1,final_gpu_start,before_gpu,0.8982228041,0.07294674218,0.5166871548,1.133864948,97
1,final_gpu,after_stagnation_or_cap,0.879997611,0.07383068651,0.4969469011,1.115386994,90
1,abbacus,before,0.879997611,0.07383068651,0.4969469011,1.115386994,90
1,abbacus,after,0.8793320656,0.07377479225,0.5056256652,1.105488919,0
1,final,end,0.8793320656,0.07377479225,0.5056256652,1.105488919,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.9007378817,0.07346079499,0.525118351,1.129435841,97
1,final_gpu_start,before_gpu,0.9007378817,0.07346079499,0.525118351,1.129435841,97
1,final_gpu,after_stagnation_or_cap,0.8851616383,0.07418368012,0.4979958236,1.123960066,84
1,abbacus,before,0.8851616383,0.07418368012,0.4979958236,1.123960066,84
1,abbacus,after,0.8858962059,0.07410789281,0.5084642768,1.115112337,0
1,final,end,0.8858962059,0.07410789281,0.5084642768,1.115112337,0
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.224644661,0.07692563534,0.5007443428,1.794693536,66
1,explore,after_w3_ep150,1.173388004,0.08340214193,0.5244653821,1.655506493,66
1,final_gpu_start,before_gpu,1.173388004,0.08340214193,0.5244653821,1.655506493,66
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.224644661,0.07692563534,0.5007443428,1.794693536,66
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.224644661,0.07692563534,0.5007443428,1.794693536,66
1,explore,after_w1_ep50,1.202809572,0.08008604497,0.5037354231,1.741711753,66
1,final_gpu_start,before_gpu,1.202809572,0.08008604497,0.5037354231,1.741711753,66
1,final_gpu,after_stagnation_or_cap,1.203416586,0.0806369558,0.5011349916,1.744424306,56
1,abbacus,before,1.203416586,0.0806369558,0.5011349916,1.744424306,56
1,abbacus,after,1.201652408,0.08063493669,0.502299726,1.739735289,0
1,final,end,1.201652408,0.08063493669,0.502299726,1.739735289,0
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.224644661,0.07692563534,0.5007443428,1.794693536,66
1,explore,after_w3_ep150,1.173388004,0.08340214193,0.5244653821,1.655506493,66
1,final_gpu_start,before_gpu,1.173388004,0.08340214193,0.5244653821,1.655506493,66
0,init,start,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,cycle_start,before_gpu,1.313299537,0.07062701136,0.7816509008,1.70369411,68
1,gpu,after_stagnation_or_cap,1.224644661,0.07692563534,0.5007443428,1.794693536,66
1,explore,after_w3_ep150,1.178417444,0.08630922437,0.5353825092,1.648834002,66
1,final_gpu_start,before_gpu,1.178417444,0.08630922437,0.5353825092,1.648834002,66
